stop;lap;milliseconds;raceId;driverId
1;11;20741;845;153
1;11;29936;845;22
1;13;20773;845;16
1;14;20015;845;18
1;14;24843;845;39
1;15;20070;845;814
1;15;22364;845;15
1;16;21019;845;5
1;16;23157;845;24
1;16;22744;845;10
1;17;23176;845;816
2;18;19887;845;20
2;19;20238;845;4
2;19;20079;845;17
2;20;24821;845;813
2;21;21635;845;13
1;21;21322;845;2
2;23;20235;845;1
2;23;21226;845;22
2;24;20872;845;153
2;25;24745;845;67
2;25;21128;845;155
2;26;20487;845;30
2;26;24232;845;808
2;27;19534;845;3
3;29;20738;845;4
3;29;20279;845;17
2;28;20807;845;5
2;29;21143;845;815
2;29;21723;845;15
2;28;24448;845;39
2;30;20763;845;18
2;30;20267;845;16
2;32;20126;845;814
3;34;20426;845;20
3;35;20473;845;1
2;34;22982;845;816
3;35;20650;845;22
3;36;22419;845;13
3;36;21574;845;813
2;36;21953;845;2
3;36;21019;845;153
4;39;20380;845;4
2;38;21632;845;10
3;41;20451;845;30
3;41;21739;845;808
3;41;23068;845;5
3;42;20395;845;3
3;42;20819;845;67
3;43;23001;845;15
3;44;20500;845;155
4;47;19984;845;17
4;48;20292;845;20
3;47;21829;845;815
3;48;20107;845;18
4;49;20988;845;1
3;48;23230;845;16
3;47;24298;845;39
3;50;20796;845;2
4;50;23143;845;153
3;49;21708;845;816
3;51;20573;845;814
4;53;22077;845;813
3;53;21170;845;10
4;54;20637;845;22
1;12;35084;846;30
1;15;25280;846;18
1;15;25189;846;3
1;16;28536;846;20
1;16;37735;846;17
1;17;25352;846;4
1;19;26477;846;5
1;20;24970;846;814
1;22;31445;846;1
1;22;26827;846;10
1;24;25595;846;15
1;25;26468;846;813
1;26;26615;846;13
1;25;28325;846;39
2;27;19360;846;814
1;28;28856;846;808
1;29;25907;846;153
1;32;25921;846;22
2;33;26421;846;18
3;32;47226;846;814
1;33;25851;846;2
1;33;26073;846;67
2;34;31382;846;4
2;33;25310;846;3
1;32;28298;846;24
1;33;27577;846;816
1;34;28642;846;155
1;34;25037;846;16
2;33;39917;846;39
2;43;19347;846;1
2;46;26065;846;15
3;48;24670;846;18
3;49;26977;846;1
2;52;25878;846;5
3;53;25116;846;3
2;54;25687;846;813
2;55;26269;846;17
2;56;27550;846;153
2;62;25045;846;67
2;63;26464;846;816
2;68;27879;846;16
2;68;25675;846;22
2;69;26281;846;2
1;8;23650;847;18
1;9;27202;847;24
2;13;14501;847;18
1;15;23305;847;22
1;16;24052;847;16
1;17;23893;847;4
1;17;23105;847;3
1;17;23571;847;813
1;17;23949;847;67
1;17;24143;847;816
1;18;24472;847;30
2;19;26348;847;4
3;19;23868;847;18
2;19;22986;847;3
1;19;26045;847;153
2;19;25066;847;22
1;19;44037;847;5
1;19;51684;847;15
2;19;24943;847;813
1;20;23872;847;20
1;20;29546;847;17
2;20;24649;847;67
1;21;24886;847;13
2;21;24196;847;30
2;23;30497;847;816
3;33;24655;847;816
3;34;22832;847;30
2;34;22923;847;16
1;34;24425;847;10
3;34;24684;847;22
3;34;23970;847;67
1;35;23113;847;2
1;35;22479;847;814
4;35;23589;847;18
1;35;30288;847;37
2;35;24863;847;153
3;35;23593;847;813
2;35;34897;847;24
1;36;23687;847;155
2;36;22742;847;13
1;36;23816;847;808
2;36;22402;847;17
3;36;26129;847;4
3;36;22735;847;3
2;36;23332;847;15
4;36;14538;847;816
2;37;22958;847;20
1;37;29115;847;39
5;37;31718;847;18
2;43;28630;847;814
3;45;14565;847;16
4;49;32449;847;16
3;50;22770;847;17
4;50;23059;847;22
4;50;26561;847;67
3;50;14538;847;814
6;51;23741;847;18
3;51;23338;847;153
4;51;23700;847;813
2;51;25079;847;10
2;51;29540;847;39
4;52;22869;847;30
3;52;22560;847;13
2;52;23364;847;2
2;52;24039;847;37
3;52;25140;847;15
5;52;30714;847;816
3;53;22526;847;20
3;52;33278;847;24
2;53;24618;847;155
2;53;24145;847;808
4;53;22702;847;3
4;53;28346;847;13
4;53;23129;847;814
5;61;31701;847;813
1;10;21301;848;813
1;11;22114;848;2
1;11;21163;848;22
1;11;23492;848;155
1;12;20340;848;1
1;12;21054;848;3
1;12;20676;848;16
1;13;20465;848;17
1;14;21006;848;20
1;14;21477;848;4
1;14;20997;848;18
1;14;21201;848;30
1;14;20567;848;814
1;14;21321;848;67
1;14;23241;848;5
1;14;28030;848;39
1;15;20718;848;13
1;15;22104;848;808
2;15;30665;848;30
1;15;24459;848;24
1;17;21900;848;10
1;18;23327;848;15
1;18;21943;848;816
1;19;21391;848;153
2;24;21035;848;1
1;25;21939;848;815
2;26;20460;848;67
2;26;21126;848;5
2;27;22285;848;2
2;27;20818;848;814
2;27;21168;848;808
2;28;20319;848;17
2;28;20286;848;16
2;28;21262;848;22
2;28;21805;848;813
2;29;20551;848;4
2;28;22766;848;24
2;30;20441;848;20
2;30;20325;848;18
2;30;23547;848;3
2;29;24675;848;39
2;31;25537;848;13
3;31;21168;848;30
2;33;20545;848;155
2;34;22131;848;15
2;37;22250;848;816
3;39;21105;848;808
3;40;21472;848;2
3;40;21286;848;22
3;42;20367;848;17
3;42;20212;848;1
2;42;21103;848;153
3;42;22632;848;5
3;43;21036;848;16
2;42;22030;848;10
3;44;21069;848;814
3;45;20136;848;4
3;43;22235;848;24
3;44;21490;848;813
3;45;20896;848;3
3;45;20995;848;67
3;47;20331;848;20
3;44;26059;848;39
3;48;20404;848;13
3;48;20479;848;18
1;9;30242;849;30
1;10;24716;849;2
1;11;25070;849;18
1;11;25737;849;16
1;11;28448;849;155
1;11;26238;849;813
1;11;26279;849;67
1;11;24880;849;808
1;11;25860;849;22
1;11;25416;849;10
1;11;26643;849;24
1;11;28742;849;816
1;12;23973;849;17
1;12;26566;849;4
1;12;25100;849;1
1;12;26612;849;814
1;12;24722;849;3
1;12;25386;849;815
1;12;24719;849;153
1;12;25872;849;817
1;13;24818;849;20
1;13;24159;849;13
2;16;31751;849;30
2;20;31551;849;155
2;24;24065;849;1
2;24;45291;849;814
2;24;24272;849;813
2;25;24077;849;16
2;25;24620;849;67
2;26;25490;849;17
2;26;24287;849;18
2;26;23929;849;13
3;26;31471;849;814
2;27;31558;849;20
2;27;23974;849;4
2;28;25428;849;816
2;28;26942;849;817
2;30;24399;849;3
2;30;24434;849;2
2;30;24959;849;10
2;31;24095;849;153
3;31;24651;849;30
2;31;23955;849;22
2;32;25619;849;815
2;31;25505;849;24
3;35;23869;849;813
3;36;23137;849;20
3;37;23340;849;1
3;38;23785;849;17
2;38;24172;849;808
3;39;23474;849;4
3;39;23292;849;18
3;40;27240;849;16
3;41;23238;849;13
1;8;27247;850;815
1;10;27301;850;67
1;10;31879;850;812
1;14;20440;850;17
1;14;20348;850;3
1;15;20768;850;30
1;15;21601;850;813
1;16;20982;850;1
1;16;20430;850;4
1;16;20394;850;20
1;17;20344;850;13
1;20;20882;850;155
1;20;22048;850;24
1;21;22319;850;817
1;22;20839;850;16
1;22;22252;850;10
1;23;21449;850;808
1;23;21062;850;153
1;23;23676;850;814
1;24;20952;850;18
1;24;20762;850;816
1;26;22088;850;5
2;30;21299;850;17
2;28;22331;850;812
2;31;20496;850;1
2;32;20035;850;4
2;35;21057;850;813
2;36;20975;850;3
2;36;20954;850;67
2;37;20299;850;30
2;40;20274;850;20
2;41;20185;850;13
2;41;21645;850;815
2;43;21689;850;153
2;46;20572;850;808
2;48;20879;850;16
2;48;21267;850;155
2;48;21252;850;10
3;51;20403;850;1
2;49;23588;850;816
2;49;24053;850;817
2;50;21175;850;5
2;51;22535;850;814
3;53;19975;850;4
3;53;20047;850;3
3;51;22458;850;812
3;56;20324;850;17
3;56;19930;850;30
3;59;21903;850;13
3;59;20110;850;20
1;10;20854;851;17
1;10;22293;851;13
1;10;25532;851;808
1;10;22640;851;22
1;11;21786;851;18
1;11;22262;851;814
1;11;23397;851;813
1;11;21371;851;2
1;11;22222;851;10
1;11;25337;851;816
1;12;21880;851;1
1;12;20690;851;20
1;12;22886;851;4
1;12;20767;851;3
1;12;23725;851;155
1;12;22349;851;67
1;12;22772;851;5
1;12;21902;851;16
1;12;22215;851;815
1;12;23633;851;24
1;13;21948;851;30
1;13;23734;851;153
1;13;23118;851;15
1;13;22844;851;817
2;16;13186;851;813
2;23;25434;851;2
2;24;22217;851;22
2;24;22552;851;153
2;24;22147;851;5
2;24;20570;851;815
2;25;20000;851;17
2;25;23208;851;4
2;25;21138;851;13
2;25;24194;851;808
2;25;21460;851;67
2;26;20803;851;1
2;26;20071;851;30
2;25;22501;851;24
2;26;20589;851;16
2;27;21065;851;18
2;27;19939;851;3
2;27;20801;851;814
2;28;20611;851;20
3;28;21426;851;813
2;28;20613;851;10
2;28;23563;851;817
2;29;20916;851;816
3;32;13201;851;815
2;34;22852;851;155
3;36;19936;851;4
3;37;20580;851;22
3;39;20673;851;17
3;37;27839;851;24
3;40;20861;851;1
3;40;22453;851;13
3;41;19664;851;20
3;42;20046;851;18
3;42;20935;851;814
3;43;20360;851;67
3;43;20990;851;5
4;44;20917;851;815
3;43;21651;851;817
4;47;20126;851;4
3;47;21345;851;153
3;47;49849;851;816
3;50;20563;851;3
4;51;21122;851;17
3;50;21353;851;808
4;50;31539;851;22
4;49;22364;851;5
3;50;21796;851;16
4;48;23010;851;24
4;50;23016;851;813
4;52;20855;851;1
5;53;20715;851;17
5;52;25596;851;22
5;54;21628;851;1
4;53;21609;851;808
5;52;21715;851;5
4;53;21503;851;16
4;51;22470;851;816
4;54;23244;851;3
5;53;22825;851;813
5;51;22458;851;24
3;53;20929;851;10
6;56;13173;851;1
4;58;21157;851;13
3;62;21258;851;155
1;1;35092;852;10
1;1;30795;852;811
1;1;28539;852;5
1;3;21015;852;17
1;3;26046;852;18
1;4;20153;852;30
1;5;20898;852;20
1;5;26092;852;815
2;6;13914;852;10
1;8;20994;852;4
2;8;13968;852;811
1;9;22267;852;13
1;10;21895;852;1
1;11;23090;852;3
1;11;21766;852;24
1;12;21395;852;808
1;12;21421;852;813
2;13;21411;852;20
1;13;22773;852;16
1;13;21818;852;22
2;13;20226;852;30
2;13;21756;852;18
1;13;23780;852;817
1;13;22159;852;15
1;13;22939;852;816
2;13;22009;852;5
1;14;24161;852;155
1;14;21334;852;814
3;14;24204;852;10
3;21;20756;852;811
2;22;14089;852;815
3;23;23883;852;815
2;27;30959;852;24
2;29;21243;852;4
2;29;22303;852;813
2;29;21269;852;155
3;30;20786;852;20
2;30;21171;852;3
2;30;21856;852;13
2;30;21979;852;808
2;30;21350;852;814
2;31;20947;852;17
2;31;20983;852;16
3;31;21319;852;30
2;31;21478;852;22
2;31;21484;852;15
3;32;21640;852;18
3;32;21485;852;13
3;33;22306;852;5
4;35;21721;852;10
2;36;22114;852;816
3;40;47753;852;22
1;1;27550;853;155
1;1;29157;853;22
1;2;22534;853;811
1;1;1004718;853;817
1;5;30391;853;15
1;13;21870;853;814
1;16;22709;853;30
1;16;24234;853;67
1;17;21660;853;18
1;18;22083;853;1
2;18;22939;853;155
1;19;22539;853;4
1;19;23063;853;813
2;19;23145;853;811
1;20;22124;853;20
1;20;21988;853;153
1;20;25147;853;10
1;21;21821;853;13
1;21;23298;853;5
2;24;23420;853;15
2;31;23069;853;814
2;32;23414;853;22
2;33;22095;853;18
2;20;30777;853;817
2;34;21989;853;4
2;34;21876;853;1
2;35;21378;853;20
2;35;22611;853;5
2;37;22014;853;30
2;37;22614;853;813
2;38;22784;853;10
2;40;24086;853;67
3;40;22273;853;811
2;41;22148;853;13
2;41;22279;853;153
1;1;44170;854;817
1;9;29549;854;3
1;10;30621;854;4
1;10;29610;854;30
1;10;35398;854;811
1;11;30290;854;13
1;11;30142;854;1
1;11;30718;854;16
1;11;30888;854;813
1;11;32827;854;67
1;11;32202;854;5
2;11;36856;854;811
1;12;30462;854;17
1;12;30456;854;22
2;12;32351;854;13
2;13;33456;854;1
1;13;34329;854;24
1;14;30023;854;20
1;14;30169;854;18
1;15;30810;854;815
3;15;24342;854;1
1;16;30464;854;155
1;16;31048;854;15
1;16;30807;854;808
2;15;34782;854;817
1;16;31763;854;816
1;17;30948;854;153
1;19;30704;854;814
2;19;33317;854;15
2;22;29417;854;3
2;24;29473;854;30
3;24;30478;854;13
2;24;24299;854;153
2;25;30387;854;4
2;25;30187;854;813
2;26;31621;854;5
2;26;32122;854;24
2;29;31204;854;17
2;28;31592;854;816
2;29;29764;854;814
2;29;33418;854;16
3;29;30261;854;3
2;29;33344;854;815
3;27;33058;854;817
3;28;30832;854;811
4;29;30706;854;1
2;30;30809;854;20
2;29;31602;854;155
2;30;29921;854;18
2;29;30625;854;808
2;30;30544;854;22
2;31;31394;854;67
3;35;31836;854;153
3;40;24715;854;155
4;41;30983;854;13
3;45;30477;854;813
3;44;31168;854;15
3;47;30413;854;17
3;45;31687;854;24
3;48;30305;854;18
5;48;29876;854;1
3;47;31207;854;5
3;49;30796;854;20
3;47;30485;854;808
3;49;29972;854;4
3;49;32739;854;67
4;46;42920;854;24
4;48;30987;854;811
4;53;30869;854;155
1;8;21091;855;1
1;8;21511;855;16
1;8;28244;855;24
1;9;22374;855;20
1;9;20667;855;30
1;10;21094;855;18
1;10;21147;855;4
1;10;21820;855;17
1;10;21964;855;814
1;10;24263;855;155
1;10;21412;855;5
1;11;21313;855;13
1;11;21849;855;67
1;11;21636;855;15
1;11;23723;855;817
1;12;22130;855;22
1;12;20575;855;3
1;12;25563;855;10
1;13;23013;855;816
1;15;25927;855;811
1;16;21339;855;813
1;17;21792;855;153
1;18;21304;855;808
2;19;21596;855;20
2;19;21369;855;17
2;20;20713;855;18
2;19;21726;855;10
1;20;21655;855;815
2;21;21319;855;4
2;21;22821;855;1
2;22;21214;855;13
2;22;21519;855;5
2;22;23172;855;817
2;23;21337;855;16
2;23;22258;855;816
2;24;22570;855;30
2;24;21964;855;814
2;24;22299;855;155
2;24;22736;855;22
2;24;20665;855;3
2;23;24716;855;24
2;24;22233;855;15
2;25;21075;855;813
3;33;21705;855;20
3;34;21455;855;17
3;35;21292;855;1
3;35;21553;855;814
2;35;22466;855;811
3;36;20998;855;18
3;36;21100;855;13
2;36;22584;855;153
3;35;22631;855;24
3;37;20731;855;4
2;37;24461;855;815
3;37;21839;855;16
3;37;21890;855;22
3;37;22532;855;5
3;36;22877;855;10
3;38;22156;855;15
3;37;24269;855;816
2;39;20832;855;808
3;38;22910;855;817
3;41;20879;855;30
3;41;20809;855;3
3;41;21012;855;813
1;1;26379;856;24
1;10;21623;856;155
1;10;21722;856;22
1;11;22075;856;814
1;12;22441;856;15
1;13;20766;856;18
1;13;20091;856;3
1;13;21163;856;811
1;13;21951;856;5
1;14;20828;856;17
1;14;23642;856;13
1;14;21478;856;808
1;14;20238;856;30
1;14;22098;856;67
1;15;20846;856;1
1;15;20978;856;4
1;16;19985;856;20
1;16;24820;856;16
1;16;21569;856;813
1;16;21225;856;815
1;16;22533;856;10
1;16;23196;856;817
1;16;26905;856;816
1;17;22301;856;153
2;16;23544;856;24
2;22;13984;856;813
2;24;25578;856;155
2;27;20772;856;3
3;28;22035;856;813
2;30;21893;856;811
2;31;21060;856;814
2;31;22347;856;22
2;33;20584;856;1
2;33;20800;856;17
2;34;20170;856;20
2;34;20758;856;18
2;34;21080;856;13
2;35;21916;856;16
2;36;21992;856;67
2;36;21385;856;815
2;36;22851;856;15
2;37;20639;856;4
2;37;22325;856;153
2;38;22669;856;5
2;38;22412;856;816
3;38;22092;856;24
2;41;22481;856;10
2;41;22115;856;817
3;42;21472;856;155
3;53;21971;856;815
1;1;22676;857;815
1;1;27378;857;10
1;1;33650;857;22
1;1;40734;857;15
1;2;21525;857;814
1;3;27137;857;808
1;15;21424;857;16
1;16;21392;857;17
1;16;21873;857;4
1;16;22530;857;1
1;16;22856;857;153
1;17;21848;857;13
1;17;21149;857;3
1;18;21092;857;18
1;18;20893;857;30
1;18;22579;857;67
1;19;21415;857;20
2;19;24150;857;814
1;21;22226;857;5
1;22;22144;857;811
1;22;24046;857;39
1;22;22687;857;816
2;24;27193;857;1
1;25;25074;857;817
2;27;22894;857;15
2;30;14919;857;13
3;31;27619;857;13
2;32;42529;857;817
2;33;22519;857;808
2;34;24789;857;815
2;35;21977;857;16
2;35;22339;857;22
2;37;21240;857;17
2;39;21755;857;4
3;39;20984;857;814
2;41;22001;857;5
2;45;22978;857;3
3;45;22172;857;1
2;46;21838;857;18
2;46;23084;857;153
2;47;21449;857;20
2;50;21482;857;30
2;50;23605;857;39
2;56;21723;857;811
2;55;22472;857;816
3;54;24150;857;15
3;56;28474;857;817
1;1;20882;858;811
1;2;24654;858;815
1;5;19833;858;155
1;15;20471;858;13
1;15;43574;858;153
1;16;19439;858;1
1;16;20211;858;4
1;16;20908;858;18
1;16;20356;858;16
1;16;19660;858;30
1;16;21146;858;5
1;17;25182;858;17
1;17;19785;858;3
1;17;20824;858;15
1;18;20738;858;808
1;18;24219;858;22
1;18;21693;858;817
2;20;20330;858;811
1;24;21247;858;24
1;25;20201;858;813
1;25;21792;858;10
1;27;20216;858;814
2;27;19979;858;815
2;30;12897;858;813
2;33;23108;858;155
2;34;20534;858;22
2;35;20000;858;17
2;34;21363;858;153
2;36;20301;858;18
2;36;20614;858;16
3;36;12959;858;811
2;38;19968;858;808
2;40;19350;858;1
2;39;20652;858;5
2;40;20035;858;13
2;42;20638;858;30
2;41;23192;858;817
2;43;21314;858;4
2;42;20791;858;15
2;44;20561;858;10
2;48;19907;858;3
3;54;19525;858;17
1;10;25481;859;30
1;12;21900;859;811
1;13;21169;859;808
1;14;21097;859;16
1;15;22005;859;18
1;16;20773;859;4
1;16;21099;859;1
1;16;20773;859;3
1;16;21537;859;22
1;17;20927;859;20
1;17;20745;859;814
1;17;21561;859;813
1;17;22854;859;5
1;18;20755;859;17
2;18;14029;859;811
1;19;22417;859;67
1;20;22221;859;815
1;20;21859;859;816
1;20;23473;859;817
1;21;21696;859;13
1;21;25117;859;155
1;21;22773;859;153
1;21;22666;859;24
1;21;22452;859;10
1;22;22616;859;15
3;28;23289;859;811
2;30;23102;859;808
2;31;21038;859;18
2;31;20900;859;16
2;31;22013;859;5
2;33;20396;859;1
2;32;20782;859;30
2;34;22590;859;22
2;35;20664;859;4
2;38;20990;859;17
2;39;20652;859;20
2;40;21767;859;814
2;42;20658;859;3
2;42;22461;859;67
2;41;23542;859;816
2;41;22904;859;817
2;42;21555;859;15
2;43;21231;859;155
3;44;20681;859;1
2;44;21337;859;815
2;45;21053;859;13
3;45;21138;859;16
3;45;21781;859;808
2;45;22996;859;24
2;48;21855;859;153
4;48;22128;859;811
3;49;21478;859;5
3;52;21583;859;18
3;51;21373;859;30
3;54;20752;859;4
3;53;21638;859;22
3;58;20781;859;17
3;59;22094;859;20
1;1;24599;860;811
1;1;32319;860;817
1;11;22313;860;13
1;12;23203;860;3
1;13;22035;860;4
1;13;25346;860;155
1;13;24933;860;814
1;14;23302;860;17
1;14;24397;860;5
1;16;23275;860;18
1;16;24256;860;20
1;16;23427;860;813
1;17;22862;860;1
1;18;24579;860;808
1;19;24881;860;8
1;19;23203;860;818
1;20;26322;860;10
1;21;25303;860;819
2;22;23257;860;817
1;24;23882;860;815
2;28;22528;860;13
2;30;23777;860;811
2;31;23017;860;3
2;33;24579;860;814
2;34;21910;860;4
2;34;24580;860;5
2;36;22837;860;18
2;36;23464;860;1
2;36;24162;860;155
2;35;48984;860;819
2;37;24131;860;20
2;37;22915;860;17
2;37;23166;860;813
2;37;23310;860;8
2;37;23569;860;818
2;36;25046;860;10
3;37;22103;860;13
3;37;28888;860;5
3;38;24348;860;817
3;47;30888;860;811
3;51;17088;860;819
1;1;25671;861;815
1;1;31006;861;811
1;2;23988;861;814
1;3;24034;861;13
1;3;25096;861;10
1;3;29317;861;819
1;4;24305;861;18
1;4;24653;861;4
1;4;23856;861;807
1;4;25470;861;817
1;4;24718;861;808
1;4;32670;861;5
1;5;24271;861;1
1;5;24569;861;17
1;5;25658;861;20
1;5;25600;861;3
1;5;25535;861;813
1;5;27602;861;8
1;5;28122;861;155
1;5;24831;861;30
2;7;26269;861;811
2;13;25922;861;18
2;13;25199;861;3
2;13;24927;861;8
2;13;26255;861;155
1;13;15684;861;37
2;13;29359;861;808
2;13;25660;861;10
3;13;24980;861;811
2;14;27961;861;1
2;14;22864;861;4
2;14;26337;861;17
2;14;24420;861;13
2;14;22856;861;814
2;14;21621;861;813
2;14;24094;861;30
2;14;24539;861;817
2;14;25130;861;5
2;15;24520;861;815
2;15;24057;861;20
1;15;24216;861;818
2;15;23549;861;807
2;15;36542;861;819
1;15;36876;861;39
3;15;36517;861;18
3;15;23974;861;813
2;16;38887;861;37
3;23;34109;861;5
4;24;23509;861;18
3;25;22610;861;817
3;26;23050;861;3
3;27;23130;861;13
4;37;23648;861;817
2;37;27700;861;39
4;38;26934;861;13
4;38;23782;861;5
3;39;23195;861;17
3;39;22175;861;814
4;39;23824;861;811
3;39;22163;861;30
4;39;23409;861;813
4;39;23231;861;3
5;39;23477;861;18
3;39;30335;861;808
3;39;25390;861;10
3;40;22534;861;4
3;39;32224;861;819
3;40;22998;861;20
3;40;25041;861;8
2;40;23343;861;818
3;40;23358;861;807
3;40;23662;861;155
3;39;28483;861;37
3;41;24543;861;815
3;41;26338;861;1
4;47;25884;861;20
2;27;20136;862;4
2;28;21494;862;8
2;28;23623;862;818
2;28;22606;862;5
2;29;21323;862;811
2;29;22007;862;808
2;30;21027;862;807
3;29;37748;862;5
2;31;21146;862;20
2;32;25835;862;154
2;31;23488;862;37
2;32;21006;862;814
2;33;21229;862;813
2;33;22318;862;817
2;32;23151;862;39
2;34;20645;862;3
3;34;20471;862;17
2;35;22565;862;815
2;36;21515;862;10
2;37;23579;862;819
3;38;20177;862;1
3;38;20024;862;4
3;38;21795;862;155
3;39;26618;862;18
2;41;20051;862;13
3;41;22531;862;818
3;48;13981;862;819
1;6;20474;862;17
1;9;21551;862;155
1;9;21449;862;20
1;9;32407;862;807
1;10;21433;862;8
1;10;20903;862;1
1;10;21851;862;808
1;11;20563;862;18
1;11;21184;862;154
1;11;20387;862;814
1;11;21569;862;813
